firm_id,year,leverage,current_ratio,quick_ratio,roa,roe,gross_margin,interest_coverage,asset_turnover,cash_ratio,revenue_growth,stock_volatility,ln_market_cap,momentum_12m,turnover_rate,esg_score,env_score,soc_score,gov_score,credit_risk_score
94,2020,0.446,1.6824,1.255,0.0397,0.0584,0.3904,4.8955,0.6998,0.7043,0.369,0.4163,21.3042,-0.0326,2.2552,58.0182,57.6187,50.9289,53.3227,46.7811
94,2021,0.1427,2.267,1.8648,0.034,0.0423,0.5185,3.8752,0.7187,0.9724,0.0634,0.5036,22.1487,0.0329,2.9178,60.6962,52.9437,55.8099,72.1281,31.0587
94,2022,0.2725,1.9135,1.3322,0.0816,0.117,0.3364,0.6861,0.3482,0.7638,0.2404,0.6421,22.0758,0.1409,1.296,26.802,33.8786,23.3237,,37.3486
94,2023,0.6281,1.6562,1.3964,0.0509,0.0989,0.1613,3.8122,0.5425,0.8188,0.1098,0.465,21.582,-0.2908,2.1651,51.7939,57.283,40.542,57.2746,55.1638
95,2020,0.5793,1.1922,0.8905,-0.0074,-0.0056,0.2168,4.1285,0.4451,0.511,-0.1293,0.4971,21.5086,-0.229,5.1452,30.6154,36.0981,37.0167,27.9826,62.4882
95,2021,0.5127,1.7304,1.3147,-0.0289,-0.0544,0.3128,2.3783,0.5518,0.5648,-0.0368,0.5242,20.2845,-0.1348,3.5301,40.6312,49.7336,27.6892,46.2405,64.4444
95,2022,0.4586,1.8324,1.4576,0.0124,-0.0195,0.152,0.3568,0.9739,0.601,-0.0631,0.6305,19.4044,-0.1679,2.5134,34.9487,27.6422,36.4274,37.4693,61.4319
95,2023,0.4023,0.9438,0.7269,0.0018,0.0007,0.3378,6.0451,0.6336,0.2085,-0.2518,0.4498,20.5679,0.3848,2.8764,52.5653,55.8918,40.4579,51.838,47.3782
96,2020,0.5545,1.3002,0.919,0.0009,-0.0143,0.2086,0.8611,1.3043,0.2992,0.0972,0.4631,21.2418,0.0034,3.6344,32.8419,27.0972,40.2965,26.0217,53.6285
96,2021,0.5197,1.4637,1.1443,-0.0087,-0.0273,0.2148,0.7407,0.5992,0.5473,0.1031,0.3923,20.6629,-0.5059,3.9996,24.0925,18.6646,22.8979,31.1437,67.4073
96,2022,0.7338,1.2801,0.7178,0.0138,0.025,0.1795,2.9447,0.5135,0.2114,0.1573,0.3942,22.4866,0.0443,2.0581,37.0731,46.628,30.4686,29.9219,59.2297
96,2023,0.4996,1.2095,1.0036,0.0065,0.0213,0.233,2.6077,0.5445,0.5819,0.276,0.4399,20.6158,0.0883,5.8554,26.7735,24.1575,20.7842,29.903,64.4687
97,2020,0.5303,1.4425,1.1496,0.0448,0.1306,0.2386,2.1023,0.581,0.3788,0.1912,0.476,21.1098,-0.0781,5.2497,42.808,35.1341,46.3639,34.5784,52.3318
97,2021,0.3375,0.9617,0.7129,0.0488,0.0789,0.0786,1.4796,0.6245,0.2002,-0.0852,0.6182,21.5945,-0.344,3.8138,30.6048,29.5259,34.869,31.4799,51.6324
97,2022,0.5077,1.1999,0.6847,0.0086,-0.0256,0.1531,3.4094,0.3691,0.2275,-0.0774,0.5501,20.5629,0.35,1.7834,42.3104,46.4478,35.3913,35.4787,62.9013
97,2023,0.5464,0.7332,0.4681,0.0495,0.1149,0.1078,1.9439,0.4999,0.125,0.1698,0.4082,20.7538,-0.3153,1.6321,29.6119,28.7147,38.1978,29.39,60.6549
98,2020,0.4668,1.6566,1.0372,0.0126,0.0198,0.189,0.8323,0.4108,0.3196,0.0957,0.4162,20.0638,0.1282,2.3087,24.628,20.8074,21.1876,24.6549,57.3727
98,2021,0.4554,1.0045,0.6299,0.0314,0.0357,0.1513,4.342,0.8285,0.2871,0.0197,0.5871,20.835,0.0086,2.8021,,35.6257,39.2675,48.2993,47.4485
98,2022,0.5367,1.5404,1.1578,0.0531,0.1216,0.3343,2.8966,0.254,0.4066,-0.1143,0.5469,20.8313,0.1413,1.1227,10.7816,9.6513,15.5829,11.7034,60.0099
98,2023,0.6801,1.4855,1.2075,0.059,0.2019,0.3444,5.4318,0.5844,0.6404,-0.0432,0.4499,20.5099,0.4324,3.4811,42.7338,46.9234,37.8392,44.3661,58.5848
99,2020,0.4126,2.1567,1.6272,0.1006,0.1579,0.3773,8.2695,0.299,0.6373,0.2318,0.3377,22.8954,0.2655,5.1744,,54.8743,42.0647,,29.0728
99,2021,0.5511,1.6642,1.1094,0.0878,0.1626,0.2056,22.9217,0.6524,0.5546,-0.2314,0.4703,22.536,-0.0261,3.6264,,29.0919,35.2599,39.6493,40.3129
99,2022,0.5088,1.7554,1.4758,0.1147,0.1933,0.2895,3.6599,0.4679,0.7348,-0.3229,0.3222,23.3706,0.3558,1.9386,51.844,53.2085,46.7868,47.8054,34.548
99,2023,0.5606,2.2913,1.8532,0.044,0.0868,0.184,4.7705,0.2653,0.5514,0.2301,0.4261,23.537,-0.0673,1.8272,39.7035,47.0112,42.6582,41.9293,33.5044
100,2020,0.4113,1.474,1.1138,0.0201,0.031,0.233,4.0317,0.8,0.3005,-0.0498,0.6356,21.0339,0.0369,3.158,40.0895,44.2962,37.2005,39.3567,50.4903
100,2021,0.4752,1.5175,1.0156,0.0125,0.0135,0.2948,1.9801,0.2006,0.5532,0.1209,0.4799,21.3358,-0.3428,2.5177,51.6355,53.539,50.354,57.0393,52.4085
100,2022,0.4756,1.2867,0.9716,0.008,0.0015,0.326,3.8515,0.542,0.4812,0.3205,0.4013,20.0605,-0.2776,3.3923,39.8562,42.1237,32.2677,38.9213,49.4461
100,2023,0.5605,1.878,1.2628,-0.0344,-0.0669,0.2896,0.4504,0.7236,0.393,-0.1353,0.4857,21.3803,0.0102,3.6725,44.2216,39.3285,42.8206,42.1989,62.6523
101,2020,0.5768,1.5602,0.9308,0.0744,0.185,0.3735,2.8816,0.9519,0.4542,-0.2403,0.4022,22.3836,0.1103,4.6924,42.9459,40.8388,44.3762,44.8249,50.1632
101,2021,0.5021,1.2528,0.9216,-0.0037,-0.0034,0.2735,2.5593,0.2882,0.3367,0.0004,0.3383,22.5033,-0.4234,1.5433,57.2628,54.0069,56.4737,,52.8191
101,2022,0.5941,1.4792,1.1233,0.035,0.1026,0.2339,2.6254,0.4465,0.3031,-0.0684,0.5012,21.3768,0.1341,3.0368,45.6237,49.4352,46.7127,50.1085,62.441
101,2023,0.388,1.7215,1.1272,-0.0033,-0.0185,0.3492,1.9736,0.8466,0.3721,0.066,0.5188,23.1347,-0.1699,2.2666,51.1929,54.1357,51.4481,36.8953,47.0195
102,2020,0.4871,2.7026,2.2399,0.1026,0.1782,0.4266,12.1064,0.8698,1.1525,0.2419,0.3301,22.7176,0.4739,2.5875,53.7962,50.4533,41.9862,59.7252,32.3955
102,2021,0.498,2.1449,1.7294,0.0635,0.116,0.3029,5.4629,0.916,0.6689,0.2089,0.3198,23.0433,0.0741,4.1879,46.0864,45.9222,62.1447,43.7923,40.3763
102,2022,0.4481,1.6993,1.2318,0.0559,0.0895,0.3891,8.7608,1.529,0.5428,0.1633,0.2681,24.718,-0.1109,4.4219,62.1074,55.9826,59.6169,66.6215,37.6046
102,2023,0.3962,2.42,1.3747,0.0864,0.1021,0.3129,6.4954,0.4478,0.4094,0.3298,0.3487,25.1424,0.1639,5.4697,76.5472,84.7839,73.5108,77.2682,25.9556
103,2020,0.5505,2.355,1.3074,0.0201,0.0338,0.0928,4.6438,0.637,0.3693,0.1943,0.3815,22.7524,-0.1894,3.3629,46.6378,47.9703,45.45,,49.0008
103,2021,0.3483,2.328,1.7273,0.0205,0.0536,0.3075,7.6696,0.4779,0.5765,0.0352,0.3512,22.2009,0.3478,2.5728,34.2973,40.5029,30.4082,38.5592,41.737
103,2022,0.5194,1.0575,0.8398,0.0284,0.075,0.1272,2.8683,0.2491,0.3489,0.158,0.6077,19.9445,-0.008,2.3954,34.4055,37.6892,33.9623,,61.0369
103,2023,0.4845,1.6741,1.172,0.0713,0.1488,0.3134,6.3158,0.5294,0.6404,-0.1944,0.4535,20.9661,0.0182,1.1418,49.8146,47.9637,49.5639,52.1409,41.706
104,2020,0.2419,2.2136,1.2331,0.0381,0.0528,0.1712,5.3686,0.2472,0.6377,0.3008,0.4364,23.2495,0.2449,5.3115,64.5565,59.05,62.1813,61.268,31.1283
104,2021,0.4972,1.8082,1.0731,0.0225,0.0737,0.2273,3.0553,0.4456,0.3284,0.096,0.4786,22.4786,-0.182,2.3142,40.6677,39.1208,36.5115,51.0688,50.8265
104,2022,0.2622,2.3049,1.4138,0.0584,0.058,0.2622,4.1665,0.3051,0.3888,-0.1149,0.4605,22.0817,-0.2384,3.5006,72.1605,70.3688,68.6273,71.8874,32.1819
104,2023,0.3685,1.8895,1.3951,0.0741,0.0981,0.4097,3.84,0.6541,0.4589,0.0266,0.3654,23.0267,0.1866,3.8171,54.5822,47.2277,51.1804,58.8621,35.2646
105,2020,0.5102,1.0861,0.7557,0.0613,0.1477,0.1861,3.2606,0.402,0.4144,0.2209,0.4877,21.5823,-0.2984,1.4584,28.5693,28.8687,20.6487,30.9346,43.2401
105,2021,0.416,1.9168,1.113,-0.0176,-0.0296,0.1325,2.354,0.2687,0.4792,-0.109,0.4493,22.1382,-0.3063,1.7131,52.4553,50.4391,49.7319,45.3976,46.5501
105,2022,0.5228,0.9528,0.6674,0.0044,-0.0042,0.2611,1.3581,0.7759,0.3554,0.1022,0.5068,21.4711,0.1764,5.8915,21.826,13.0129,27.4653,20.347,57.2636
105,2023,0.5035,1.1906,0.9654,0.0578,0.1275,0.2231,2.2099,0.4311,0.3662,0.2008,0.4847,22.6602,0.1214,3.1431,45.2856,46.0585,31.8134,45.7478,43.699
106,2020,0.3496,1.4375,0.98,0.1011,0.1467,0.346,1.3947,0.4617,0.4475,0.0792,0.3946,22.3926,-0.2717,2.0334,51.7267,51.1379,57.3055,54.0882,33.1347
106,2021,0.5305,1.9151,1.1394,0.0119,0.0086,0.1834,3.1078,0.3712,0.522,-0.0812,0.3192,22.286,-0.1136,2.5519,27.0421,29.9322,26.2993,20.5295,48.4773
106,2022,0.3556,1.9311,1.397,0.0204,0.0143,0.2949,3.5238,0.869,0.6557,0.0644,0.4358,23.2607,-0.1825,4.6792,61.0691,59.7341,55.5544,58.4973,45.3453
106,2023,0.7487,1.7888,1.4826,0.0558,0.2285,0.5012,10.7485,0.6115,0.6146,-0.1747,0.4047,21.6946,0.4924,4.3369,35.6351,40.3495,29.3186,40.7464,63.7002
107,2020,0.5307,0.9143,0.5347,-0.0198,-0.0381,0.1793,3.7354,0.4295,0.1784,-0.0871,0.3479,23.0109,0.1499,1.306,21.0515,22.6246,31.155,30.7391,52.2541
107,2021,0.3613,1.0874,0.6491,-0.0096,0.0154,0.2438,1.1617,0.2552,0.2596,-0.1723,0.5136,21.6349,-0.14,6.1542,30.3638,30.1273,29.1302,38.8997,43.2366
107,2022,0.4183,1.1793,0.8491,0.0042,0.0014,0.0503,1.8571,1.4982,0.502,-0.0086,0.5774,21.0402,0.0657,4.4065,23.4367,14.1266,27.7463,33.1943,53.1148
107,2023,0.6555,1.1986,0.7815,0.0633,0.1776,0.1563,2.6169,1.2114,0.2698,-0.1954,0.6692,21.887,-0.3642,2.5187,33.4453,29.5535,30.2491,36.8701,63.3398
108,2020,0.4172,1.8208,1.4907,-0.0045,0.0211,0.3044,2.6953,0.9775,0.7508,0.078,0.4057,23.6272,-0.1454,1.498,62.1773,60.1212,,,39.13
108,2021,0.2742,1.3304,1.0162,0.0892,0.1426,0.249,3.2782,0.4143,0.59,0.2826,0.3782,23.1061,0.0742,4.6044,46.0351,46.6222,46.9092,44.6811,38.3068
108,2022,0.5599,1.8647,1.1079,0.0283,0.0672,0.3362,2.9929,0.4492,0.4965,0.2961,0.3304,21.2349,0.1644,3.4494,40.0921,,50.4869,40.9489,44.8155
108,2023,0.4127,1.4036,1.1387,0.047,0.0488,0.3043,9.821,0.6442,0.4797,-0.1581,0.4506,23.3168,0.0034,1.3114,40.5799,42.6981,40.831,,38.9322
109,2020,0.4935,1.6959,1.2595,0.1134,0.2077,0.1959,4.0365,0.3838,0.3681,-0.0054,0.4017,22.9865,0.1672,2.4205,60.6254,,,64.0624,35.1351
109,2021,0.5125,2.4903,1.7384,0.0843,0.1519,0.4207,7.3705,0.3694,0.8929,0.2828,0.3058,23.6702,0.1485,12.9758,73.1748,72.2337,77.4653,74.0518,29.5198
109,2022,0.4448,1.1376,0.7132,0.0565,0.1025,0.2023,1.1315,0.9836,0.4058,0.2408,0.3719,22.2267,0.0637,2.7408,51.5381,55.274,49.477,44.876,33.971
109,2023,0.7111,1.8677,1.3913,0.0917,0.3074,0.2532,9.153,0.5368,0.8253,0.0113,0.2197,23.8448,0.0432,1.8758,56.0501,60.4705,45.4697,52.811,40.8333
110,2020,0.3117,1.664,1.3638,-0.0031,0.0275,0.2291,3.6503,0.3507,0.4372,-0.0791,0.5657,20.4043,-0.1711,1.6417,21.1358,17.9854,24.8811,27.6409,49.1918
110,2021,0.4573,0.8953,0.5027,0.0038,-0.0244,0.3263,0.7569,0.8034,0.2876,0.0001,0.4531,20.496,-0.0436,6.5933,38.9533,34.2125,43.1015,38.8966,59.6418
110,2022,0.5059,1.1085,0.7344,-0.0057,-0.0348,0.1154,1.2841,0.4362,0.2788,-0.3243,0.4915,20.6385,0.0339,4.1532,41.7586,53.4992,,32.1731,62.4544
110,2023,0.8354,1.3687,1.137,0.0251,0.1575,0.2171,2.2453,0.2486,0.5306,0.0984,0.3821,22.3635,-0.0223,5.4943,27.2982,26.0766,41.4861,26.3743,79.5218
111,2020,0.6749,2.3597,1.5689,0.0076,0.0338,0.3014,3.9975,0.3486,0.515,0.2824,0.366,24.2486,-0.2328,3.0774,56.6478,46.4999,67.4862,51.5826,40.5339
111,2021,0.5739,2.2951,1.287,0.0364,0.0337,0.3755,6.9805,0.4464,0.4336,0.0463,0.3613,23.3365,-0.1416,5.0886,59.542,64.1133,50.3572,51.3725,41.8206
111,2022,0.3081,2.9178,1.6936,0.0221,-0.0028,0.4188,4.2616,0.5993,0.7903,-0.1433,0.3869,23.2596,0.2012,1.7786,53.9068,50.7543,58.613,54.9019,45.122
111,2023,0.334,1.8021,1.3646,0.0573,0.0807,0.2669,14.1606,0.5878,0.5727,0.3575,0.4351,22.7127,0.4551,2.9485,67.1307,71.8818,58.1673,59.5866,35.7342
112,2020,0.3417,1.3006,0.9885,-0.0006,0.0262,0.3715,2.4662,0.8968,0.5808,0.1199,0.5347,23.3947,0.0888,3.1378,,45.4873,65.831,57.3673,35.8219
112,2021,0.3494,1.8937,1.1069,0.0236,0.0741,0.3987,18.264,0.4992,0.3792,0.2066,0.4796,22.2148,-0.0545,5.4261,58.2017,60.3959,53.1915,,37.804
112,2022,0.6395,1.9175,1.1807,0.0141,0.0307,0.4444,8.0315,0.4555,0.658,-0.154,0.4932,22.247,0.1122,3.1881,54.7794,51.8192,57.0924,46.2272,50.2922
112,2023,0.3943,1.2451,0.8954,0.1014,0.164,0.3452,7.3856,0.903,0.3682,-0.1371,0.5157,23.7234,-0.2022,1.9882,39.1612,34.4887,49.7375,39.9834,31.9823
113,2020,0.4884,1.1191,0.846,-0.0111,-0.0385,0.2501,1.2653,0.8118,0.2513,0.1105,0.5096,21.1004,0.3068,2.8068,64.0811,60.9952,54.8028,69.8816,64.127
113,2021,0.5784,1.1808,0.705,-0.0075,-0.0051,0.2141,5.0247,0.5039,0.2353,0.2418,0.4402,21.9606,0.0596,1.1756,47.8176,51.8761,53.9193,40.5194,59.5628
113,2022,0.2917,1.8425,1.2657,0.0234,0.0637,0.1004,3.2512,0.6168,0.6512,-0.1716,0.5491,20.1716,-0.1947,0.8517,39.0974,36.3599,45.8709,40.1474,38.1563
113,2023,0.4962,1.639,1.1778,0.0759,0.1759,0.2222,0.7412,0.4538,0.6352,0.0289,0.5386,22.3424,-0.0441,4.1192,40.9628,53.7455,35.1791,36.045,45.7347
114,2020,0.3922,1.1354,0.6414,-0.0009,-0.002,0.2195,0.7793,0.3448,0.1692,-0.2764,0.5425,22.4982,-0.1948,2.2538,28.3516,35.054,26.8392,35.3359,51.6468
114,2021,0.4545,1.6528,1.02,0.0225,0.0244,0.2345,3.1846,1.3217,0.4014,-0.0819,0.3393,22.2932,0.3209,2.3852,46.4403,42.5199,46.8792,42.7783,43.5632
114,2022,0.4853,0.7419,0.6126,0.0279,0.0545,0.2408,1.337,0.4419,0.2591,-0.0592,0.4456,21.6243,-0.1493,4.1184,15.9736,15.3594,19.5276,12.2484,57.5901
114,2023,0.4273,1.3553,1.1032,0.0412,0.0996,0.0989,1.6289,0.6175,0.5133,0.1178,0.4482,20.7182,0.0085,5.4658,42.6768,48.7555,45.8328,34.7386,45.2602
115,2020,0.4723,1.3024,0.8424,0.0613,0.1081,0.2695,7.4329,0.2994,0.4024,-0.2932,0.4765,22.8178,0.2028,3.5511,59.0738,57.4261,63.9084,60.5372,39.3469
115,2021,0.467,1.7781,1.441,0.0334,0.0263,0.4693,2.3809,0.7368,0.7791,0.3274,0.4085,21.9605,-0.1196,7.128,54.1653,50.4978,48.4138,60.9812,41.5581
115,2022,0.415,1.5541,1.1497,0.0619,0.0986,0.375,2.9467,0.3388,0.3974,0.0547,0.5056,22.4362,0.107,3.495,58.08,60.7639,57.9461,50.4626,39.5142
115,2023,0.4859,2.0948,1.769,0.0103,0.0145,0.3457,2.7581,1.0738,0.5116,0.3233,0.5149,23.3439,0.1351,3.1617,58.6098,57.9001,55.4704,63.5793,49.4265
116,2020,0.3716,1.7109,1.4369,0.009,-0.0221,0.2864,3.7371,1.1263,0.453,0.177,0.5447,21.9483,-0.3846,3.0655,46.0315,46.4704,44.3126,41.5596,46.7591
116,2021,0.5442,1.5683,1.1528,0.0851,0.1914,0.2424,1.2482,0.6882,0.6662,0.2288,0.5211,21.2673,0.1057,1.4294,30.3603,31.5257,28.9044,28.8709,50.8432
116,2022,0.4632,2.2915,1.5819,0.0641,0.1295,0.0888,1.9507,0.5746,0.6982,0.4103,0.3704,20.7149,-0.0148,4.3842,43.8685,34.0872,43.6214,54.3951,50.1301
116,2023,0.3985,1.9582,1.1606,0.0524,0.1244,0.3117,1.187,0.5092,0.3791,-0.0702,0.4681,21.1863,0.0673,0.8003,63.1104,49.6404,72.9953,62.8941,49.1645
117,2020,0.3443,1.7914,1.2703,-0.0117,-0.0445,0.0616,3.1017,0.5385,0.667,0.1063,0.3694,22.9365,0.0621,2.0276,,49.4143,50.4545,,40.1831
117,2021,0.4057,1.684,1.1274,0.0152,0.0402,0.2614,6.3037,0.6464,0.5135,-0.0876,0.2773,24.3872,0.132,2.7496,69.771,,68.818,71.3458,31.8532
117,2022,0.6985,1.0026,0.7456,0.0219,0.0921,0.2752,5.4744,0.5689,0.2823,0.0572,0.4014,23.4922,0.3772,1.8315,57.0105,55.2049,55.0703,60.7826,60.8055
117,2023,0.4196,1.9209,1.108,0.0509,0.0981,0.2582,2.852,0.8128,0.2841,0.2281,0.5075,21.3893,-0.2153,2.1687,47.4942,38.6503,52.7542,51.628,52.1905
118,2020,0.2739,2.271,1.8179,0.0211,0.009,0.4982,6.3451,0.3801,0.9525,0.3057,0.4341,24.1378,0.0009,6.8188,52.4988,57.8862,47.7298,52.4697,22.6056
118,2021,0.5695,0.8904,0.7481,0.0376,0.066,0.4441,3.2813,1.0113,0.3749,0.0111,0.5815,23.2476,0.2165,4.721,57.9276,58.2743,51.055,56.6723,56.4615
118,2022,0.3909,1.3142,0.8053,0.0969,0.161,0.3711,8.1502,0.4634,0.2752,-0.1387,0.436,21.2228,0.1673,1.9292,58.8195,54.1407,63.3324,56.7701,43.9541
118,2023,0.5056,1.433,1.0602,0.0476,0.0982,0.1811,2.903,0.4072,0.3636,0.0776,0.6315,21.9137,0.1398,2.1495,37.1464,39.8507,41.5897,31.2909,56.8572
119,2020,0.2793,2.0255,1.6013,0.0976,0.1242,0.5296,1.3267,0.6345,0.5525,0.0033,0.3576,25.0627,0.861,1.4355,69.0915,71.326,62.9183,,21.5413
119,2021,0.5491,2.0356,1.4582,0.0482,0.1327,0.3919,11.0097,0.6509,0.7067,0.0322,0.3656,24.1767,0.2934,3.8671,48.4296,59.3766,36.376,47.3535,38.7978
119,2022,0.2935,2.459,2.0425,0.0357,0.0425,0.2616,5.4113,0.274,0.7209,0.2673,0.2513,22.9134,0.439,2.3992,65.893,63.5894,58.2557,71.7368,35.7659
119,2023,0.5315,2.1542,1.5156,0.0582,0.0865,0.3664,7.1735,0.4527,0.5435,0.2509,0.4254,24.8254,0.1068,1.0169,52.4458,46.2051,47.9525,62.2377,41.4307
120,2020,0.3042,2.2419,1.415,-0.0007,-0.0055,0.3741,4.8536,0.2302,0.5403,0.238,0.372,20.962,-0.1857,2.8588,45.883,,,47.8579,42.0571
120,2021,0.3757,1.8362,1.2697,0.0654,0.1143,0.2563,2.1104,0.4188,0.753,0.0495,0.3381,22.9855,0.0197,3.3855,41.7224,46.2527,43.2444,,46.0957
120,2022,0.6569,1.4087,0.981,0.0441,0.1353,0.2719,3.1178,0.4261,0.4032,0.2408,0.5433,22.9535,0.1948,4.3999,57.7757,59.2423,64.4011,54.6861,49.0325
120,2023,0.4604,1.4436,0.9038,0.0218,0.047,0.318,5.564,0.6182,0.3453,0.0921,0.5031,22.7251,0.167,2.6204,46.6701,45.6442,52.3213,41.2692,45.5472
121,2020,0.8023,1.206,0.948,0.0209,0.1357,0.1334,2.8384,0.4005,0.3929,-0.0187,0.5581,21.0554,0.0748,2.2562,35.5455,25.842,50.9354,30.9832,76.8786
121,2021,0.4791,1.4747,1.0844,0.057,0.0871,0.2022,1.5011,0.4402,0.5441,-0.1712,0.4445,22.0357,-0.0891,7.3385,22.4555,31.491,22.8733,21.5496,49.9551
121,2022,0.537,0.948,0.6267,0.0769,0.1577,0.143,4.2559,0.9246,0.3505,-0.3409,0.4606,22.2967,-0.1149,2.7272,48.9028,52.4712,54.7793,43.5082,38.585
121,2023,0.758,1.0669,0.7218,0.038,0.1878,0.3079,1.2202,1.2532,0.4307,-0.2518,0.4655,22.4426,-0.0754,3.8953,,,49.2089,43.8632,70.5328
122,2020,0.2404,2.1001,1.3892,0.0461,0.0214,0.2089,2.8035,0.3797,0.5836,0.1294,0.472,23.4331,0.2481,2.0756,63.933,63.0161,57.6552,62.4329,27.5246
122,2021,0.2337,2.189,1.4981,0.0688,0.0888,0.3091,3.4791,0.8251,0.6158,-0.0805,0.5414,23.4276,0.2647,3.838,55.404,51.2418,56.988,56.7734,26.4062
122,2022,0.361,1.962,1.3899,0.0783,0.1472,0.1429,3.8853,0.6409,0.5082,-0.2282,0.4615,22.8222,-0.2208,1.3128,48.6016,48.4365,48.1663,46.6805,33.9131
122,2023,0.5728,1.2791,0.8305,-0.0237,-0.0313,0.1638,2.6205,0.2738,0.4341,-0.0097,0.5922,22.4002,0.2179,2.1575,54.0281,48.8755,54.058,59.5363,58.8541
123,2020,0.2158,2.5113,1.9976,0.1019,0.1432,0.1944,9.4417,0.3999,0.9578,0.1512,0.471,23.0292,-0.0794,1.4857,63.2596,,,62.6433,21.8005
123,2021,0.5194,1.967,1.6297,0.0328,0.0819,0.2608,4.6911,0.1635,0.6147,0.1616,0.3944,22.4609,0.1782,2.0088,56.0784,60.0515,55.6793,54.9926,49.1076
123,2022,0.516,1.4433,1.0202,0.0302,0.0415,0.2983,3.9196,0.6246,0.4402,0.0769,0.4842,21.5754,0.0053,5.0796,35.8957,33.4894,41.736,30.4805,58.3224
123,2023,0.6985,1.1115,0.8485,0.041,0.1636,0.324,4.794,0.3568,0.2732,0.0802,0.5453,21.9806,0.4593,2.0014,44.9505,44.2016,55.6858,37.9839,60.0267
124,2020,0.4901,1.972,1.6351,0.1025,0.1771,0.2004,12.6616,0.579,0.8059,0.063,0.5,24.0318,0.0733,3.8928,49.7137,39.8517,,44.3836,32.4931
124,2021,0.4125,1.6803,1.0209,0.0541,0.0692,0.3355,8.5944,1.5348,0.3453,0.2648,0.4443,24.2478,0.2077,5.8045,72.2897,79.574,60.1223,74.6177,31.2562
124,2022,0.5569,2.1036,1.2767,0.0713,0.1687,0.2706,2.2155,1.038,0.4754,0.1063,0.3639,24.9313,0.2946,2.6811,75.772,63.8187,78.0727,84.0645,31.275
124,2023,0.4164,2.8318,1.6192,0.1126,0.183,0.4144,16.7307,0.4038,0.4434,0.1526,0.3163,24.3663,-0.0303,4.4677,77.6428,78.6064,80.6192,72.1476,21.8482
125,2020,0.3117,2.9273,1.9983,0.0908,0.1361,0.3214,7.5855,0.3666,0.6533,0.3323,0.4006,24.7425,0.1365,3.545,60.8478,61.4848,,69.4179,17.6042
125,2021,0.2422,1.9087,1.2394,0.0859,0.122,0.3219,9.049,0.9205,0.3944,0.2717,0.5047,24.4453,0.062,2.8812,64.0467,64.9146,57.6073,70.4749,32.3716
125,2022,0.3083,2.6229,1.8836,0.0691,0.1355,0.2693,5.0533,0.3672,0.9557,0.1031,0.3983,23.5548,0.0117,3.9557,66.6151,64.3888,64.2613,65.6657,28.6239
125,2023,0.3723,2.2893,1.5689,0.102,0.1712,0.4956,2.243,0.8158,0.7736,0.0815,0.396,24.3042,0.0367,6.8207,69.0084,61.3963,63.1464,,25.831
126,2020,0.431,1.0732,0.6515,0.0976,0.1591,0.1993,1.3239,1.6394,0.2856,0.0545,0.3893,23.0707,0.3837,1.9766,50.9393,51.1368,45.3607,50.2779,40.4729
126,2021,0.14,2.2014,1.4691,0.0911,0.1195,0.2711,2.729,0.719,0.5663,-0.2568,0.3667,24.1529,-0.0563,1.6827,59.519,59.7872,65.6828,69.9043,13.5352
126,2022,0.3893,1.8563,1.0371,0.0739,0.1044,0.3165,6.5441,0.8813,0.5821,0.3043,0.3802,23.5987,0.2345,1.634,50.9318,49.9077,62.7322,46.1727,27.8068
126,2023,0.4229,2.4706,1.7571,0.0885,0.1717,0.283,10.3307,0.8413,0.983,-0.0176,0.4052,22.1117,0.1697,4.4692,47.5717,45.453,46.9658,,37.1396
127,2020,0.4531,1.7881,1.1289,0.1052,0.1936,0.268,7.7542,0.4392,0.5204,0.2905,0.5007,23.8767,-0.2085,4.7812,64.7984,67.1993,74.2872,60.5399,32.351
127,2021,0.5611,2.394,1.3974,0.1755,0.4079,0.2006,4.5061,0.6164,0.6711,0.1712,0.3171,25.6594,0.3137,2.0782,64.4368,65.4999,71.9294,63.4949,28.1457
127,2022,0.4107,2.1212,1.2086,0.1132,0.1566,0.2706,3.8877,0.3743,0.6391,0.3833,0.3714,23.5172,-0.2189,0.9343,60.6212,60.4725,49.8083,72.4309,16.3838
127,2023,0.2583,1.8192,1.3905,0.0791,0.0616,0.2549,15.3165,0.9194,0.6994,0.2366,0.2895,24.2056,0.305,1.9399,68.2823,68.5353,75.283,60.0554,23.3517
128,2020,0.2615,1.566,0.9775,-0.0063,-0.0385,0.3912,1.1215,0.3556,0.3213,0.2043,0.5172,22.0592,-0.1406,3.5749,41.619,42.7933,47.4244,31.9399,39.527
128,2021,0.5955,1.957,1.4632,0.0091,0.0573,0.437,8.1069,0.7264,0.6236,-0.0734,0.5762,20.6403,-0.0228,2.6291,42.5567,,39.8764,44.2015,55.6101
128,2022,0.3816,1.59,1.2635,0.0128,-0.0023,0.2383,7.8018,0.863,0.383,-0.1885,0.5871,22.0918,-0.333,2.9748,49.1649,52.0647,52.1525,46.2421,37.6392
128,2023,0.6389,1.5546,1.0882,0.0222,0.0762,0.0901,6.9985,0.4508,0.5803,0.043,0.4998,19.9876,-0.021,2.0924,33.7636,36.316,,35.9838,61.8474
129,2020,0.6908,1.5558,0.9178,-0.0056,-0.0309,0.2972,2.8171,0.4113,0.4394,-0.3144,0.5152,20.9155,0.2029,4.5134,35.1993,35.7696,37.165,30.0464,78.2811
